fakhouz	famly   	foulad
9225.00	3855.00	4914.00
8807.00	3744.00	4763.00
8911.00	3744.00	4746.00
8490.00	3744.00	4545.00
8174.00	3744.00	4554.00
8267.00	2880.00	4747.00
8383.00	2960.00	4806.00
8297.00	2901.00	4742.00
8373.00	2899.00	4805.00
8406.00	2940.00	4877.00
8513.00	2900.00	4929.00
8656.00	2890.00	4889.00
8696.00	2860.00	4812.00
8696.00	2860.00	4812.00
8603.00	2803.00	4751.00
8539.00	2741.00	4704.00
8461.00	2692.00	4705.00
8470.00	2727.00	4802.00
8478.00	2805.00	4896.00
8501.00	2835.00	4945.00
8594.00	2827.00	4938.00
8693.00	2792.00	4977.00
8740.00	2801.00	5031.00
8727.00	2789.00	5108.00
8702.00	2762.00	5104.00
8681.00	2803.00	5105.00
8529.00	2779.00	5033.00
8364.00	2743.00	4969.00
8602.00	2739.00	4986.00
8629.00	2718.00	4982.00
8574.00	2750.00	4930.00
8449.00	2714.00	4800.00
8252.00	2661.00	4765.00
8283.00	2693.00	4794.00
8377.00	2697.00	4891.00
8558.00	2688.00	4863.00
8469.00	2657.00	4786.00
8460.00	2679.00	4838.00
8516.00	2798.00	4921.00
8568.00	2838.00	4924.00
8564.00	2829.00	4906.00
8612.00	2809.00	4888.00
8600.00	2787.00	4888.00
8584.00	2784.00	4888.00
8558.00	2759.00	4888.00
8612.00	2828.00	4888.00
9032.00	2955.00	2820.00
9432.00	3090.00	3046.00
9896.00	3241.00	3196.00
9953.00	3325.00	3245.00
9967.00	3394.00	3322.00
9795.00	3339.00	3275.00
9727.00	3318.00	3255.00
9713.00	3274.00	3188.00
9792.00	3331.00	3165.00
9737.00	3391.00	3167.00
9528.00	3304.00	3144.00
9419.00	3333.00	3150.00
9419.00	3308.00	3145.00
9419.00	3426.00	3206.00
9419.00	3567.00	3352.00
9419.00	3631.00	3405.00
7156.00	3655.00	3471.00
7513.00	3622.00	3466.00
7887.00	3624.00	3429.00
7986.00	3783.00	3478.00
8120.00	3861.00	3515.00
8119.00	3815.00	3506.00
8209.00	3789.00	3497.00
8230.00	3834.00	3557.00
8325.00	3942.00	3686.00
8294.00	3894.00	3675.00
8237.00	3853.00	3654.00
8210.00	3868.00	3729.00
8224.00	3951.00	3705.00
8346.00	4012.00	3756.00
8718.00	4180.00	3930.00
8774.00	4133.00	3936.00
8710.00	4095.00	3921.00
8966.00	4170.00	4052.00
8993.00	4072.00	4021.00
8869.00	4012.00	3978.00
9010.00	4013.00	4003.00
8947.00	3982.00	3983.00
8939.00	3960.00	3974.00
9035.00	3958.00	3992.00
8956.00	3954.00	3991.00
9128.00	4048.00	4107.00
9373.00	4167.00	4279.00
9461.00	4212.00	4350.00
9568.00	4284.00	4391.00
10043.00	4307.00	4487.00
10000.00	4324.00	4499.00
9612.00	4123.00	4295.00
9357.00	4006.00	4216.00
9652.00	4128.00	4336.00
9362.00	4007.00	4212.00
9017.00	3957.00	4126.00
9266.00	4056.00	4233.00
9296.00	4048.00	4292.00
9125.00	4002.00	4245.00
9245.00	3941.00	4187.00
9201.00	3920.00	4162.00
9257.00	3913.00	4187.00
9256.00	3999.00	4295.00
9234.00	3953.00	4273.00
9308.00	3917.00	4251.00
9471.00	3999.00	4288.00
9937.00	4197.00	4499.00
10013.00	4206.00	4500.00
9859.00	4033.00	4390.00
9931.00	4043.00	4385.00
10085.00	4067.00	4385.00
10085.00	4039.00	4378.00
10085.00	4051.00	4444.00
9085.00	4055.00	4417.00
8892.00	4057.00	4382.00
8620.00	4128.00	4382.00
8237.00	4079.00	4336.00
8314.00	4099.00	4375.00
8335.00	4105.00	4349.00
8303.00	4088.00	4399.00
8235.00	4190.00	4351.00
8190.00	4214.00	4365.00
8239.00	4259.00	4388.00
8453.00	4426.00	4499.00
8612.00	4599.00	4698.00
8620.00	4719.00	4835.00
8501.00	4716.00	4772.00
8379.00	4688.00	4640.00
8319.00	4623.00	4583.00
8215.00	4520.00	4499.00
8114.00	4475.00	4408.00
8123.00	4499.00	4424.00
8116.00	4481.00	4504.00
8100.00	4471.00	4472.00
8006.00	4473.00	4461.00
8103.00	4419.00	4428.00
8243.00	4419.00	4419.00
8067.00	4419.00	4425.00
7845.00	4419.00	4311.00
7880.00	4269.00	4297.00
7856.00	4154.00	4297.00
8242.00	4225.00	4297.00
8309.00	4436.00	4147.00
8048.00	4509.00	4090.00
8126.00	4596.00	4101.00
8204.00	4494.00	4017.00
8153.00	4510.00	4054.00
8130.00	4525.00	4054.00
8123.00	4506.00	4034.00
8110.00	4513.00	4009.00
8046.00	4360.00	3966.00
7985.00	4314.00	3952.00
7965.00	4213.00	3938.00
7968.00	4161.00	3879.00
8057.00	4184.00	3876.00
7998.00	4137.00	3826.00
7972.00	4154.00	3829.00
7922.00	4138.00	3865.00
8046.00	4237.00	3975.00
8129.00	4177.00	3931.00
8031.00	4140.00	3902.00
8105.00	4156.00	3901.00
7988.00	4119.00	3870.00
8036.00	4105.00	3869.00
8344.00	4208.00	3976.00
8446.00	4261.00	4040.00
8392.00	4327.00	4082.00
8606.00	4530.00	4268.00
8675.00	4659.00	4339.00
8636.00	4561.00	4221.00
8664.00	4593.00	4380.00
8713.00	4659.00	4489.00
8636.00	4809.00	4481.00
8543.00	4856.00	4428.00
8729.00	4952.00	4427.00
8964.00	5101.00	4509.00
9037.00	5004.00	4484.00
9352.00	5016.00	4499.00
9060.00	4953.00	4402.00
8824.00	4870.00	4291.00
8895.00	4996.00	4303.00
8959.00	5194.00	4369.00
9340.00	5443.00	4523.00
9178.00	5447.00	4510.00
9170.00	5427.00	4514.00
9147.00	5484.00	4723.00
9094.00	5388.00	4692.00
9133.00	5420.00	4732.00
9035.00	5258.00	4647.00
9009.00	5212.00	4585.00
9028.00	5175.00	4558.00
8798.00	4997.00	4453.00
8794.00	4998.00	4470.00
8679.00	4937.00	4384.00
8748.00	4996.00	4408.00
9033.00	5209.00	4582.00
9112.00	5409.00	4637.00
8856.00	5412.00	4595.00
8670.00	5308.00	4477.00
8873.00	5334.00	4524.00
8689.00	5207.00	4458.00
8774.00	5343.00	4566.00
8808.00	5417.00	4644.00
8847.00	5367.00	4573.00
8759.00	5376.00	4576.00
8799.00	5383.00	4573.00
8837.00	5390.00	4612.00
8839.00	5358.00	4568.00
8928.00	5331.00	4554.00
8930.00	5306.00	4521.00
8930.00	5306.00	4521.00
8888.00	5323.00	4532.00
8833.00	5309.00	4498.00
8847.00	5292.00	4499.00
8798.00	5305.00	4487.00
8781.00	5249.00	4475.00
8859.00	5286.00	4452.00
8837.00	5284.00	4442.00
8831.00	5266.00	4440.00
8709.00	5272.00	4411.00
8794.00	5231.00	4383.00
8741.00	5223.00	4374.00
8725.00	5218.00	4368.00
8684.00	5258.00	4379.00
8705.00	5323.00	4409.00
8657.00	5558.00	4484.00
8788.00	5772.00	4562.00
8795.00	5789.00	4609.00
9169.00	6067.00	4800.00
9434.00	6178.00	4903.00
9295.00	6094.00	4906.00
9491.00	6091.00	4941.00
9443.00	6312.00	4937.00
9532.00	6426.00	5048.00
9537.00	6425.00	5019.00
9578.00	6425.00	5091.00
9666.00	6503.00	5238.00
9978.00	6595.00	5363.00
10187.00	6674.00	5446.00
10231.00	6667.00	5399.00
10105.00	6769.00	5360.00
10196.00	6769.00	5442.00
10349.00	6778.00	5577.00
10349.00	6778.00	5577.00
10349.00	6778.00	5577.00
10270.00	6759.00	5524.00
10090.00	6916.00	5715.00
0	0	5715.00
10095.00	6922.00	5715.00
10599.00	7251.00	3555.00
11122.00	7378.00	3976.00
11285.00	7506.00	3974.00
11866.00	7673.00	3950.00
12023.00	7673.00	3913.00
11422.00	7673.00	3844.00
10851.00	7673.00	3791.00
10864.00	6116.00	3816.00
10765.00	6068.00	3765.00
10745.00	6062.00	3778.00
10877.00	5902.00	3853.00
10785.00	6168.00	3870.00
11075.00	6376.00	4001.00
11418.00	6283.00	3948.00
11547.00	6235.00	3925.00
12351.00	6320.00	4006.00
12874.00	6567.00	4168.00
13400.00	6817.00	4329.00
12936.00	6802.00	4288.00
13115.00	6832.00	4297.00
13761.00	7052.00	4461.00
14448.00	7142.00	4512.00
15111.00	7253.00	4703.00
15025.00	7120.00	4578.00
14908.00	7112.00	4603.00
14547.00	7261.00	4678.00
14664.00	7509.00	4816.00
14190.00	7467.00	4730.00
13526.00	7181.00	4594.00
12644.00	6782.00	4497.00
12327.00	6869.00	4417.00
12940.00	7189.00	4535.00
12833.00	7174.00	4537.00
13068.00	6752.00	4411.00
12904.00	6878.00	4413.00
13097.00	7098.00	4490.00
12878.00	7035.00	4481.00
13491.00	7318.00	4665.00
13704.00	7276.00	4698.00
13445.00	7115.00	4665.00
13940.00	7423.00	4841.00
14561.00	7750.00	5071.00
14481.00	7884.00	5297.00
14598.00	8255.00	5522.00
14432.00	8400.00	5523.00
13931.00	8376.00	5443.00
14483.00	8738.00	5663.00
15181.00	9172.00	5946.00
15590.00	9534.00	6197.00
16122.00	9839.00	6480.00
16824.00	10052.00	6799.00
18367.00	10633.00	6799.00
19285.00	11164.00	7481.00
20247.00	11164.00	7855.00
20247.00	11164.00	8247.00
20247.00	12237.00	8659.00
22317.00	12848.00	9091.00
23432.00	13490.00	9545.00
24266.00	14133.00	10022.00
24902.00	14385.00	10262.00
24726.00	14636.00	10198.00
25962.00	15367.00	10701.00
27246.00	16135.00	11236.00
28315.00	16938.00	11236.00
26900.00	16267.00	11236.00
25850.00	15819.00	11550.00
24678.00	15069.00	10973.00
23464.00	14328.00	10425.00
24159.00	14747.00	10165.00
23792.00	14497.00	9755.00
22654.00	13813.00	9274.00
21586.00	13134.00	8811.00
20626.00	12536.00	8385.00
21282.00	12882.00	8655.00
22180.00	13526.00	9087.00
23154.00	13626.00	9047.00
24097.00	14074.00	9190.00
25249.00	14739.00	9626.00
26411.00	15475.00	10066.00
27523.00	16248.00	10562.00
26758.00	16993.00	10589.00
25932.00	17791.00	10763.00
27157.00	18674.00	11291.00
27730.00	19600.00	11850.00
26960.00	20280.00	11680.00
28160.00	20590.00	11470.00
29440.00	20590.00	11690.00
30910.00	21610.00	12260.00
32020.00	22690.00	12860.00
33240.00	23820.00	13490.00
34700.00	25010.00	14160.00
35910.00	26030.00	14160.00
37640.00	27330.00	14860.00
36220.00	28230.00	15390.00
34580.00	27770.00	15110.00
36270.00	29140.00	15860.00
37560.00	30590.00	16650.00
35800.00	30820.00	16910.00
37090.00	31840.00	17520.00
38940.00	33430.00	18390.00
40070.00	33430.00	19300.00
39100.00	32390.00	20080.00
37510.00	32220.00	20150.00
39000.00	33820.00	21150.00
37430.00	35100.00	21930.00
37120.00	36840.00	23020.00
37170.00	37260.00	23020.00
37340.00	35400.00	21870.00
39200.00	35970.00	22170.00
41160.00	35970.00	23260.00
43070.00	35970.00	23640.00
45040.00	35970.00	22690.00
47290.00	37410.00	23180.00
49600.00	35900.00	22210.00
48990.00	34170.00	21190.00
50580.00	33410.00	20710.00
48210.00	31820.00	19750.00
50520.00	33200.00	20650.00
49110.00	33340.00	21430.00
47370.00	31840.00	20940.00
47370.00	30380.00	20940.00
47370.00	31450.00	20940.00
46840.00	33000.00	20720.00
42930.00	33060.00	19280.00
41890.00	31530.00	18620.00
43590.00	30870.00	19060.00
41620.00	29360.00	18200.00
39920.00	27940.00	17440.00
41920.00	29270.00	18300.00
41330.00	28200.00	18080.00
39320.00	26830.00	17180.00
41070.00	27970.00	17570.00
39610.00	27060.00	16830.00
39510.00	27740.00	16250.00
41480.00	29120.00	17060.00
43550.00	30570.00	17910.00
45720.00	32090.00	18720.00
47380.00	33150.00	18500.00
45150.00	31940.00	17610.00
47390.00	33510.00	18380.00
48940.00	34880.00	18930.00
46530.00	33360.00	18030.00
46020.00	31700.00	17130.00
45470.00	31340.00	16740.00
47720.00	32890.00	17560.00
47060.00	32400.00	17860.00
49050.00	33750.00	18670.00
51310.00	35390.00	19600.00
53040.00	36990.00	20550.00
52830.00	37120.00	21330.00
50620.00	35560.00	20550.00
48090.00	33790.00	19530.00
46390.00	32760.00	19130.00
46590.00	33380.00	19880.00
45650.00	32180.00	19810.00
43440.00	30730.00	18870.00
41270.00	29200.00	17930.00
40170.00	28190.00	17500.00
41270.00	28730.00	17920.00
43200.00	30030.00	18710.00
41650.00	29320.00	18210.00
39800.00	28210.00	17860.00
39930.00	28270.00	17860.00
40120.00	28650.00	18000.00
38730.00	27950.00	17490.00
40540.00	29200.00	18230.00
39880.00	28310.00	17600.00
40180.00	28240.00	17580.00
38820.00	27470.00	17030.00
37070.00	26150.00	16290.00
35260.00	24850.00	15480.00
33630.00	23610.00	14710.00
33880.00	23990.00	14330.00
32450.00	22900.00	13740.00
32600.00	21800.00	13080.00
32030.00	20790.00	12500.00
33420.00	20580.00	12440.00
35040.00	21540.00	13010.00
34410.00	20910.00	12510.00
34330.00	20860.00	12330.00
36040.00	21900.00	12940.00
34240.00	20810.00	12300.00
32530.00	19980.00	12040.00
31610.00	19060.00	11540.00
32070.00	19360.00	11600.00
33040.00	19890.00	11760.00
34690.00	20880.00	12310.00
36080.00	21910.00	12660.00
37140.00	22840.00	12970.00
38860.00	23980.00	13560.00
40640.00	25170.00	14210.00
39150.00	26330.00	13970.00
37340.00	27010.00	13390.00
36380.00	27260.00	13190.00
34700.00	26080.00	12640.00
36210.00	27080.00	13120.00
36680.00	27720.00	13650.00
37400.00	27720.00	13740.00
38470.00	27720.00	14250.00
38730.00	27720.00	14420.00
38850.00	27720.00	14320.00
39120.00	27720.00	14310.00
40240.00	14050.00	14560.00
41310.00	14050.00	14320.00
40780.00	16100.00	14320.00
40520.00	16060.00	14440.00
40520.00	16660.00	15160.00
40520.00	16010.00	15110.00
40520.00	15350.00	14550.00
40520.00	14600.00	13840.00
40520.00	14970.00	13930.00
40520.00	15700.00	14600.00
16370.00	15900.00	14510.00
17090.00	15910.00	14330.00
16920.00	15690.00	14250.00
16540.00	15580.00	14030.00
15990.00	14950.00	13560.00
15810.00	14940.00	13500.00
15850.00	15100.00	13640.00
15240.00	14570.00	13360.00
15060.00	14200.00	13220.00
14490.00	13550.00	12600.00
14790.00	13660.00	12640.00
14990.00	13830.00	12690.00
15120.00	13440.00	12320.00
14540.00	12870.00	11780.00
14340.00	12260.00	11260.00
14900.00	12440.00	11780.00
14450.00	11980.00	11870.00
13780.00	11440.00	11300.00
13340.00	10950.00	10840.00
12690.00	10410.00	10320.00
12090.00	9890.00	9810.00
12610.00	9910.00	10200.00
13190.00	10380.00	10680.00
13820.00	10890.00	11210.00
13700.00	11170.00	11620.00
13430.00	11220.00	11790.00
13490.00	10930.00	11680.00
13370.00	10780.00	11670.00
13890.00	11290.00	12220.00
13670.00	11220.00	12090.00
13240.00	10780.00	11750.00
12620.00	10300.00	11230.00
12160.00	9940.00	10780.00
11600.00	9470.00	10300.00
12140.00	9930.00	10810.00
12660.00	10400.00	11340.00
13270.00	10870.00	11870.00
14060.00	11520.00	12580.00
13970.00	12160.00	12770.00
13750.00	12460.00	12660.00
13480.00	12280.00	12430.00
13230.00	12130.00	12200.00
12990.00	12780.00	12090.00
12920.00	12570.00	11870.00
12740.00	12670.00	11650.00
12620.00	13150.00	11810.00
12470.00	13230.00	11830.00
12230.00	12970.00	11600.00
11990.00	12860.00	11390.00
12490.00	12650.00	11560.00
12980.00	12560.00	11820.00
12750.00	12320.00	11740.00
12570.00	12080.00	11570.00
13210.00	11970.00	11780.00
13850.00	12350.00	12410.00
13920.00	12410.00	12590.00
13890.00	12230.00	12500.00
14060.00	12470.00	12740.00
14430.00	12570.00	12740.00
14900.00	12610.00	12740.00
15740.00	13260.00	13500.00
15600.00	13610.00	14170.00
15440.00	13430.00	14060.00
15170.00	13230.00	13800.00
15330.00	13040.00	13970.00
15060.00	12810.00	13760.00
14770.00	12560.00	13490.00
14480.00	12310.00	13230.00
14550.00	12150.00	13020.00
14590.00	12140.00	12960.00
14340.00	11910.00	12720.00
14060.00	11740.00	12470.00
13860.00	11510.00	12230.00
14000.00	11300.00	12310.00
14810.00	11730.00	12980.00
14980.00	11600.00	12950.00
14720.00	11380.00	12700.00
14430.00	11160.00	12470.00
14470.00	11140.00	12290.00
14760.00	11280.00	12350.00
14680.00	11040.00	12110.00
14620.00	11260.00	12000.00
14230.00	10960.00	11760.00
14500.00	11430.00	12040.00
15240.00	12040.00	12660.00
15330.00	12210.00	12770.00
14910.00	11920.00	12420.00
14470.00	11570.00	12070.00
14180.00	11230.00	11720.00
14520.00	11830.00	11970.00
14500.00	12180.00	11930.00
14090.00	11850.00	11580.00
14450.00	12350.00	12020.00
15020.00	12950.00	12660.00
14920.00	12990.00	12730.00
15140.00	13210.00	12910.00
15320.00	13060.00	12740.00
15050.00	12700.00	12470.00
15120.00	12960.00	12440.00
14800.00	12460.00	12440.00
14090.00	11860.00	12440.00
13990.00	11450.00	12440.00
14100.00	11380.00	8870.00
14470.00	11790.00	8900.00
14820.00	11830.00	8970.00
15500.00	12400.00	9390.00
15700.00	12730.00	9770.00
15590.00	12460.00	9640.00
15620.00	12390.00	9650.00
15530.00	12460.00	9840.00
15440.00	12440.00	10010.00
15220.00	12380.00	9930.00
15100.00	12090.00	9770.00
14910.00	12050.00	9740.00
14850.00	12060.00	9720.00
15060.00	12250.00	9850.00
15100.00	12150.00	9920.00
15030.00	11980.00	9920.00
15300.00	11880.00	10090.00
15290.00	11600.00	10140.00
15270.00	11540.00	10080.00
15370.00	11830.00	10210.00
16040.00	12310.00	10590.00
16640.00	12420.00	10800.00
16610.00	12220.00	10650.00
16590.00	12140.00	10610.00
16590.00	12240.00	10670.00
16590.00	12240.00	10630.00
16590.00	12040.00	10250.00
16590.00	12050.00	10270.00
15870.00	12210.00	10260.00
16160.00	12760.00	10690.00
15540.00	12870.00	10460.00
15340.00	12660.00	10260.00
15500.00	12880.00	10540.00
15740.00	13020.00	10850.00
15540.00	12770.00	10830.00
15480.00	12670.00	10670.00
15290.00	12750.00	10660.00
14970.00	12650.00	10490.00
15260.00	12650.00	10490.00
15940.00	12650.00	10790.00
15730.00	12390.00	10540.00
15770.00	12950.00	10600.00
16490.00	13540.00	10950.00
16440.00	13590.00	10950.00
16350.00	13310.00	10950.00
16650.00	13490.00	10950.00
16760.00	14020.00	10550.00
16270.00	13920.00	10550.00
16230.00	13860.00	11000.00
17040.00	13970.00	11330.00
17530.00	14070.00	11790.00
18060.00	14500.00	12280.00
17820.00	14300.00	12210.00
18050.00	14360.00	12330.00
18050.00	14310.00	12360.00
18000.00	14220.00	12250.00
18310.00	14440.00	12470.00
18250.00	14350.00	12370.00
18690.00	14480.00	12510.00
19380.00	14640.00	12630.00
18620.00	13950.00	12100.00
18550.00	13720.00	11930.00
18890.00	13860.00	12040.00
19000.00	14010.00	12060.00
18910.00	13820.00	11890.00
18780.00	13810.00	11800.00
18580.00	13620.00	11590.00
18530.00	13670.00	11600.00
18310.00	13910.00	11580.00
17930.00	13360.00	11260.00
17920.00	13130.00	11180.00
18230.00	13220.00	11310.00
18010.00	13110.00	11220.00
17200.00	12570.00	10710.00
16870.00	12180.00	10440.00
17030.00	12350.00	10480.00
16340.00	12010.00	10140.00
16030.00	12050.00	10100.00
16540.00	12590.00	10550.00
16410.00	12850.00	10500.00
16100.00	12930.00	10440.00
16550.00	12980.00	10480.00
17200.00	13220.00	10900.00
16990.00	13000.00	10860.00
17220.00	13000.00	10830.00
16650.00	13060.00	10670.00
16160.00	12850.00	10380.00
16050.00	12680.00	10280.00
16370.00	12790.00	10310.00
15860.00	12450.00	10070.00
15720.00	12270.00	10050.00
16490.00	12880.00	10550.00
16560.00	13440.00	10600.00
16700.00	13690.00	10630.00
16880.00	13820.00	10770.00
16660.00	13530.00	10550.00
16130.00	13300.00	10990.00
15900.00	13090.00	10960.00
15970.00	13130.00	11050.00
16100.00	13310.00	11480.00
15990.00	13010.00	11310.00
15330.00	12670.00	10980.00
15610.00	13140.00	11400.00
15790.00	13280.00	11670.00
16040.00	13500.00	11930.00
16040.00	13870.00	12290.00
16040.00	13570.00	11940.00
16040.00	13540.00	11940.00
16040.00	13790.00	12010.00
6680.00	13810.00	11970.00
6740.00	13780.00	11750.00
7050.00	13750.00	11740.00
6750.00	13340.00	11280.00
6720.00	13280.00	11220.00
6690.00	13210.00	11160.00
6430.00	13210.00	10690.00
6510.00	13290.00	10880.00
6580.00	13290.00	11130.00
6580.00	13290.00	10910.00
6560.00	13290.00	10770.00
6490.00	13290.00	10280.00
6480.00	6650.00	10300.00
6470.00	6650.00	10220.00
6450.00	6650.00	10100.00
6350.00	6650.00	10070.00
6350.00	6650.00	10100.00
6370.00	6650.00	10320.00
6360.00	6460.00	10270.00
6360.00	6450.00	10260.00
6360.00	6610.00	10460.00
6360.00	6600.00	10410.00
6310.00	6370.00	10120.00
6180.00	6220.00	9790.00
6180.00	6190.00	9850.00
6180.00	6250.00	9870.00
6250.00	6310.00	9950.00
6220.00	6160.00	9700.00
6260.00	6210.00	9950.00
6290.00	6440.00	10120.00
6550.00	6720.00	10550.00
6600.00	7010.00	10810.00
6650.00	7050.00	10710.00
6700.00	7340.00	11100.00
6690.00	7280.00	10960.00
6680.00	7230.00	10820.00
6640.00	7210.00	10530.00
6530.00	7290.00	10570.00
6450.00	7260.00	10570.00
6370.00	7240.00	10390.00
6390.00	7250.00	10400.00
6350.00	7240.00	10360.00
6150.00	7110.00	10060.00
6110.00	7050.00	10030.00
6070.00	7070.00	10100.00
6040.00	7090.00	10100.00
6000.00	7110.00	10050.00
5950.00	7040.00	9990.00
5920.00	6970.00	9930.00
5670.00	6830.00	9580.00
5580.00	6720.00	9620.00
5560.00	6750.00	9970.00
5290.00	6560.00	9700.00
5080.00	6330.00	9560.00
4840.00	6290.00	9480.00
5040.00	6560.00	9920.00
5230.00	6860.00	10390.00
5330.00	7040.00	10660.00
5330.00	7070.00	10740.00
5310.00	7080.00	10760.00
5310.00	7100.00	10790.00
5280.00	7110.00	10810.00
5060.00	7030.00	10670.00
4970.00	6950.00	10440.00
4980.00	6920.00	10390.00
4990.00	6890.00	10330.00
4998.00	6950.00	10260.00
4993.00	6900.00	10220.00
5033.00	7010.00	10480.00
5019.00	7010.00	10490.00
4990.00	7020.00	10490.00
4950.00	7020.00	10490.00
4920.00	6980.00	10360.00
4900.00	7030.00	10400.00
4840.00	7030.00	10400.00
4806.00	6950.00	10240.00
4722.00	6760.00	10050.00
4731.00	6690.00	10110.00
4735.00	6690.00	10070.00
4837.00	6900.00	10170.00
5056.00	7060.00	10590.00
5280.00	7150.00	10740.00
5286.00	7170.00	10530.00
5404.00	7170.00	10590.00
5320.00	6970.00	10470.00
5310.00	6960.00	10510.00
5290.00	6960.00	10520.00
5230.00	6970.00	10520.00
5220.00	7060.00	10670.00
5380.00	7240.00	10940.00
5630.00	7540.00	11440.00
5890.00	7590.00	11670.00
6130.00	7530.00	11750.00
6100.00	7450.00	11510.00
6090.00	7480.00	11610.00
6380.00	7830.00	12160.00
6440.00	7750.00	12360.00
6560.00	7730.00	12300.00
6420.00	7640.00	12060.00
6350.00	7570.00	11980.00
6370.00	7620.00	12220.00
6380.00	7620.00	12260.00
6070.00	7270.00	11680.00
5950.00	7380.00	11860.00
5900.00	7460.00	11990.00
5900.00	7460.00	11990.00
6110.00	7550.00	11990.00
6130.00	7560.00	11990.00
6030.00	7570.00	12080.00
5940.00	7500.00	11910.00
5960.00	7550.00	12050.00
5990.00	7580.00	12090.00
5900.00	7590.00	12080.00
5880.00	7550.00	11960.00
5830.00	7470.00	11880.00
5810.00	7500.00	11770.00
5820.00	7480.00	11820.00
6030.00	7470.00	12050.00
6050.00	7400.00	11940.00
6000.00	7340.00	11890.00
6070.00	7370.00	12120.00
6050.00	7350.00	12160.00
6070.00	7270.00	12090.00
6200.00	7390.00	12320.00
6460.00	7610.00	12770.00
6310.00	7590.00	12690.00
6170.00	7540.00	12550.00
6200.00	7550.00	12540.00
6060.00	7480.00	12400.00
5950.00	7450.00	12260.00
5890.00	7400.00	12110.00
5750.00	7360.00	11960.00
5570.00	7280.00	11730.00
5590.00	7310.00	11750.00
5590.00	7400.00	11750.00
5590.00	7400.00	11750.00
5460.00	7320.00	11280.00
5440.00	7310.00	11280.00
5470.00	7340.00	11290.00
5470.00	7370.00	11290.00
5670.00	7470.00	11460.00
6010.00	7720.00	11820.00
6310.00	7650.00	11820.00
6170.00	7520.00	11710.00
6010.00	7440.00	11610.00
5970.00	7400.00	11610.00
5970.00	7370.00	11620.00
5870.00	7300.00	11550.00
5800.00	7180.00	11440.00
5530.00	6940.00	11150.00
5540.00	6710.00	10890.00
5490.00	6720.00	10890.00
5490.00	6740.00	10930.00
5430.00	6740.00	10940.00
5360.00	6680.00	10830.00
5310.00	6570.00	10800.00
5310.00	6570.00	10800.00
5350.00	6610.00	10980.00
5270.00	6470.00	11040.00
5240.00	6440.00	11100.00
5260.00	6340.00	11400.00
5260.00	6270.00	11370.00
5260.00	6210.00	11310.00
5260.00	6080.00	11080.00
4930.00	6050.00	10990.00
4670.00	6050.00	10990.00
4600.00	6050.00	10990.00
4443.00	6050.00	10990.00
4289.00	5350.00	10930.00
4114.00	5350.00	10690.00
4114.00	5230.00	10690.00
4105.00	5270.00	10930.00
4091.00	5400.00	11040.00
4006.00	5350.00	11170.00
4020.00	5380.00	11170.00
4022.00	5390.00	11170.00
4042.00	5450.00	11170.00
4069.00	5560.00	9470.00
4081.00	5560.00	5460.00
4082.00	5580.00	5520.00
4156.00	5700.00	5780.00
4143.00	5630.00	5740.00
4116.00	5540.00	5670.00
4097.00	5460.00	5600.00
4092.00	5420.00	5560.00
4068.00	5340.00	5560.00
3941.00	5320.00	5420.00
3882.00	5320.00	5310.00
3887.00	5420.00	5270.00
3887.00	5460.00	5330.00
3887.00	5460.00	5330.00
3887.00	5390.00	5270.00
3887.00	5350.00	5230.00
2455.00	5350.00	5170.00
2455.00	5310.00	5140.00
2455.00	5230.00	5090.00
2455.00	5230.00	5090.00
2474.00	5220.00	5080.00
2467.00	5160.00	5060.00
2434.00	5090.00	5060.00
2385.00	5070.00	5030.00
2391.00	5050.00	5030.00
2415.00	5060.00	5100.00
2407.00	5090.00	5180.00
2394.00	5100.00	5170.00
2364.00	5050.00	5110.00
2335.00	5040.00	5100.00
2327.00	5030.00	5080.00
2265.00	5020.00	5020.00
2238.00	4900.00	4910.00
2239.00	4930.00	4950.00
2249.00	4980.00	5040.00
2227.00	4880.00	4930.00
2215.00	4860.00	4930.00
2216.00	4860.00	4930.00
2213.00	4851.00	4920.00
2207.00	4848.00	4914.00
2192.00	4848.00	4909.00
2194.00	4832.00	4897.00
2196.00	4896.00	4979.00
2212.00	4967.00	5058.00
2215.00	4895.00	5030.00
2216.00	4863.00	4990.00
2231.00	4864.00	4980.00
2232.00	4864.00	4950.00
2227.00	4854.00	4910.00
2214.00	4854.00	4884.00
2068.00	4857.00	4732.00
1949.00	4780.00	4474.00
1943.00	4740.00	4432.00
1918.00	4673.00	4311.00
1913.00	4743.00	4361.00
1919.00	4858.00	4487.00
fakhouz	famly	foulad
1923.00	4916.00	4549.00
1929.00	4951.00	4611.00
1941.00	4984.00	4610.00
2039.00	5325.00	4914.00
2138.00	5589.00	4949.00
2267.00	5902.00	5128.00
2368.00	5980.00	5166.00
2377.00	5985.00	5157.00
2376.00	6300.00	5210.00
2335.00	6170.00	5080.00
2324.00	6090.00	5030.00
2329.00	6110.00	5040.00
2319.00	6130.00	5060.00
2260.00	5950.00	4900.00
2272.00	5990.00	4980.00
2271.00	5990.00	4980.00
2268.00	5960.00	4950.00
2266.00	5950.00	4930.00
2256.00	5910.00	4912.00
2243.00	5930.00	4918.00
2232.00	5930.00	4922.00
2221.00	6020.00	4922.00
2224.00	6150.00	4922.00
2275.00	6230.00	4984.00
