fakhouz	famly   	foulad
5849.00	1843.00	2084.00
5849.00	1814.00	2063.00
5849.00	1748.00	2017.00
5247.00	1739.00	2019.00
5223.00	1726.00	2033.00
5212.00	1711.00	2031.00
5210.00	1758.00	2031.00
5208.00	1784.00	2030.00
5159.00	1788.00	2025.00
5148.00	1777.00	2021.00
5147.00	1754.00	2014.00
5121.00	1757.00	2003.00
5120.00	1759.00	2002.00
5105.00	1783.00	1996.00
5104.00	1767.00	2004.00
5039.00	1738.00	2002.00
5035.00	1735.00	2008.00
5035.00	1735.00	1996.00
5035.00	1735.00	1947.00
5035.00	1735.00	1965.00
5035.00	1735.00	1921.00
5035.00	1735.00	1859.00
5035.00	1735.00	1853.00
5035.00	1735.00	1857.00
5035.00	1727.00	1868.00
5035.00	1709.00	1911.00
5035.00	1697.00	1923.00
5035.00	1696.00	1901.00
5035.00	1696.00	1905.00
5035.00	1699.00	1911.00
5035.00	1698.00	1910.00
4450.00	1701.00	1896.00
4272.00	1733.00	1901.00
4242.00	1801.00	1901.00
4216.00	1802.00	1902.00
4209.00	1873.00	1920.00
4210.00	1944.00	1920.00
4246.00	1985.00	1945.00
4298.00	2059.00	2018.00
4468.00	2049.00	2045.00
4642.00	2075.00	2069.00
4827.00	2158.00	2151.00
5020.00	2244.00	2237.00
5193.00	2301.00	2239.00
5146.00	2210.00	2202.00
5205.00	2226.00	2187.00
5187.00	2197.00	2142.00
5154.00	2150.00	2068.00
5125.00	2112.00	2047.00
5087.00	2079.00	2045.00
5039.00	2087.00	2056.00
4861.00	2086.00	2107.00
4858.00	2144.00	2115.00
4854.00	2187.00	2099.00
4851.00	2174.00	2091.00
4848.00	2146.00	2082.00
4835.00	2123.00	2066.00
4829.00	2109.00	2057.00
4779.00	2091.00	2027.00
4737.00	2084.00	2011.00
4683.00	2071.00	2010.00
4663.00	2056.00	2001.00
4640.00	2042.00	1995.00
4620.00	2036.00	1977.00
4612.00	2011.00	1962.00
4584.00	2000.00	1936.00
4567.00	1962.00	1924.00
4565.00	1943.00	1920.00
4545.00	1933.00	1930.00
4532.00	1927.00	1931.00
4522.00	1917.00	1961.00
4521.00	1906.00	1965.00
4520.00	1899.00	1966.00
4516.00	1903.00	1977.00
4513.00	1898.00	1981.00
4507.00	1884.00	1998.00
4505.00	1889.00	2002.00
4503.00	1894.00	2004.00
4502.00	1895.00	2005.00
4503.00	1887.00	1991.00
4503.00	1885.00	1989.00
4503.00	1882.00	2000.00
4516.00	1892.00	2011.00
4594.00	1892.00	2006.00
4603.00	1887.00	1992.00
4466.00	1890.00	1982.00
4466.00	1881.00	1926.00
4466.00	1880.00	1906.00
3316.00	1879.00	1901.00
3316.00	1873.00	1895.00
3316.00	1863.00	1884.00
3316.00	1852.00	1875.00
3316.00	1856.00	1888.00
3331.00	1852.00	1892.00
3337.00	1849.00	1896.00
3342.00	1849.00	1900.00
3359.00	1849.00	1903.00
3361.00	1849.00	1910.00
3368.00	1849.00	1908.00
3379.00	1849.00	1902.00
3380.00	1849.00	1900.00
3387.00	1757.00	1908.00
3394.00	1688.00	1918.00
3403.00	1759.00	1928.00
3414.00	1752.00	1916.00
3415.00	1771.00	1902.00
3412.00	1802.00	1893.00
3411.00	1800.00	1884.00
3412.00	1806.00	1899.00
3415.00	1867.00	1897.00
3420.00	1837.00	1886.00
3420.00	1837.00	1845.00
3420.00	1837.00	1845.00
3420.00	1837.00	1845.00
3437.00	1837.00	1845.00
3436.00	1837.00	1845.00
3434.00	1837.00	1395.00
3429.00	1837.00	1395.00
3429.00	1837.00	1395.00
3429.00	1837.00	1395.00
3429.00	1706.00	1395.00
3429.00	1554.00	1395.00
3429.00	1544.00	1395.00
3429.00	1475.00	1395.00
3429.00	1507.00	1395.00
3429.00	1492.00	1395.00
3429.00	1509.00	1395.00
3429.00	1518.00	1395.00
3429.00	1501.00	1395.00
3429.00	1476.00	1395.00
3429.00	1457.00	1395.00
3429.00	1446.00	1395.00
3429.00	1432.00	1395.00
3429.00	1414.00	1395.00
3429.00	1387.00	1395.00
3429.00	1333.00	1395.00
3429.00	1323.00	1395.00
3429.00	1293.00	1395.00
3429.00	1306.00	1395.00
3429.00	1344.00	1395.00
3429.00	1358.00	1395.00
3429.00	1347.00	1395.00
3429.00	1346.00	1395.00
3429.00	1356.00	1395.00
3429.00	1363.00	1395.00
3429.00	1382.00	1395.00
3429.00	1373.00	1395.00
3429.00	1354.00	1395.00
2680.00	1346.00	1187.00
2680.00	1343.00	1187.00
2675.00	1396.00	1174.00
2663.00	1394.00	1177.00
2661.00	1378.00	1171.00
2657.00	1378.00	1155.00
2654.00	1378.00	1146.00
2653.00	1378.00	1109.00
2652.00	1298.00	1098.00
2649.00	1298.00	1089.00
2645.00	1219.00	1083.00
2645.00	1210.00	1081.00
2569.00	1233.00	1076.00
2519.00	1222.00	1073.00
2474.00	1231.00	1077.00
2422.00	1237.00	1081.00
2382.00	1241.00	1086.00
2394.00	1252.00	1111.00
2400.00	1255.00	1121.00
2404.00	1266.00	1135.00
2411.00	1275.00	1162.00
2421.00	1335.00	1162.00
2430.00	1327.00	1162.00
2461.00	1331.00	1162.00
2488.00	1337.00	1162.00
2519.00	1343.00	1162.00
2556.00	1353.00	1162.00
2563.00	1356.00	1041.00
2596.00	1355.00	1041.00
2652.00	1355.00	1041.00
2685.00	1355.00	1041.00
2759.00	1355.00	1041.00
2864.00	1355.00	1041.00
2831.00	1355.00	1041.00
2795.00	1355.00	1069.00
2788.00	1355.00	1066.00
2745.00	1355.00	1069.00
2747.00	1260.00	1068.00
2755.00	1260.00	1068.00
2793.00	1258.00	1069.00
2846.00	1270.00	1074.00
2846.00	1284.00	1088.00
2846.00	1288.00	1087.00
2846.00	1294.00	1088.00
2846.00	1310.00	1095.00
2846.00	1307.00	1094.00
2846.00	1291.00	1092.00
2846.00	1285.00	1102.00
2846.00	1284.00	1100.00
2846.00	1291.00	1098.00
2846.00	1289.00	1110.00
2828.00	1287.00	1116.00
2793.00	1294.00	1114.00
2750.00	1293.00	1123.00
2696.00	1290.00	1128.00
2647.00	1287.00	1135.00
2650.00	1282.00	1137.00
2649.00	1273.00	1138.00
2647.00	1267.00	1132.00
2643.00	1265.00	1129.00
2632.00	1262.00	1119.00
2627.00	1260.00	1112.00
2626.00	1241.00	1115.00
2626.00	1237.00	1103.00
2624.00	1226.00	1096.00
2621.00	1223.00	1092.00
2602.00	1219.00	1089.00
2586.00	1211.00	1091.00
2570.00	1168.00	1088.00
2573.00	1149.00	1095.00
2541.00	1159.00	1092.00
2537.00	1177.00	1109.00
2542.00	1197.00	1104.00
2603.00	1214.00	1093.00
2573.00	1214.00	1084.00
2555.00	1213.00	1079.00
2501.00	1211.00	1076.00
2492.00	1208.00	1069.00
2451.00	1203.00	1079.00
2423.00	1198.00	1043.00
2308.00	1195.00	1039.00
2311.00	1193.00	1041.00
2309.00	1188.00	1033.00
2308.00	1172.00	1017.00
2304.00	1169.00	1015.00
2303.00	1161.00	1004.00
2298.00	1139.00	1001.00
2300.00	1192.00	1016.00
2299.00	1207.00	1016.00
2293.00	1207.00	1025.00
2270.00	1247.00	1031.00
2379.00	1236.00	1038.00
2379.00	1265.00	1067.00
2379.00	1315.00	1119.00
2379.00	1380.00	1174.00
2497.00	1434.00	1207.00
2621.00	1399.00	1155.00
2729.00	1403.00	1149.00
2816.00	1401.00	1134.00
2954.00	1466.00	1180.00
3101.00	1536.00	1239.00
3224.00	1546.00	1297.00
3242.00	1593.00	1306.00
3195.00	1580.00	1290.00
3201.00	1577.00	1321.00
3202.00	1636.00	1377.00
3047.00	1591.00	1336.00
2895.00	1542.00	1277.00
2811.00	1567.00	1255.00
2770.00	1599.00	1286.00
2770.00	1541.00	1262.00
2770.00	1563.00	1318.00
2770.00	1593.00	1358.00
2770.00	1630.00	1353.00
2770.00	1625.00	1355.00
1954.00	1637.00	1335.00
1954.00	1672.00	1308.00
1914.00	1722.00	1306.00
1903.00	1680.00	1284.00
1889.00	1690.00	1286.00
1878.00	1700.00	1264.00
1867.00	1708.00	1247.00
1885.00	1793.00	1267.00
1954.00	1838.00	1262.00
2050.00	1791.00	1261.00
2152.00	1782.00	1318.00
2259.00	1767.00	1374.00
2371.00	1852.00	1442.00
2484.00	1900.00	1512.00
2391.00	1823.00	1452.00
2440.00	1743.00	1404.00
2475.00	1826.00	1474.00
2542.00	1816.00	1505.00
2630.00	1808.00	1501.00
2606.00	1799.00	1442.00
2727.00	1771.00	1480.00
2692.00	1795.00	1435.00
2623.00	1840.00	1379.00
2578.00	1841.00	1413.00
2553.00	1839.00	1412.00
2564.00	1783.00	1401.00
2567.00	1720.00	1409.00
2597.00	1739.00	1421.00
2600.00	1769.00	1401.00
2632.00	1784.00	1416.00
2606.00	1817.00	1413.00
2638.00	1736.00	1365.00
2688.00	1761.00	1352.00
2819.00	1788.00	1416.00
2958.00	1787.00	1476.00
3070.00	1800.00	1465.00
3047.00	1811.00	1456.00
2905.00	1810.00	1420.00
2878.00	1799.00	1442.00
2805.00	1799.00	1411.00
2692.00	1793.00	1403.00
2784.00	1773.00	1408.00
2776.00	1762.00	1381.00
2848.00	1736.00	1385.00
2803.00	1739.00	1377.00
2748.00	1727.00	1359.00
2696.00	1708.00	1360.00
2666.00	1731.00	1351.00
2736.00	1709.00	1336.00
2720.00	1695.00	1340.00
2625.00	1721.00	1331.00
2693.00	1713.00	1329.00
2724.00	1728.00	1303.00
2697.00	1705.00	1302.00
2689.00	1691.00	1291.00
2665.00	1718.00	1315.00
2639.00	1710.00	1301.00
2633.00	1701.00	1293.00
2638.00	1656.00	1280.00
2647.00	1640.00	1300.00
2659.00	1606.00	1282.00
2656.00	1618.00	1272.00
2650.00	1597.00	1270.00
2679.00	1580.00	1252.00
2668.00	1573.00	1251.00
2662.00	1567.00	1264.00
2651.00	1576.00	1241.00
2625.00	1574.00	1230.00
2601.00	1598.00	1235.00
2586.00	1581.00	1184.00
2539.00	1603.00	1191.00
2525.00	1637.00	1200.00
2515.00	1622.00	1200.00
2471.00	1639.00	1174.00
2451.00	1632.00	1154.00
2435.00	1652.00	1163.00
2433.00	1630.00	1139.00
2395.00	1646.00	1152.00
2397.00	1646.00	1199.00
2370.00	1651.00	1201.00
2334.00	1635.00	1212.00
2336.00	1611.00	1250.00
2335.00	1604.00	1242.00
2335.00	1603.00	1246.00
2335.00	1598.00	1243.00
2335.00	1622.00	1247.00
2335.00	1597.00	1231.00
2335.00	1597.00	1210.00
2335.00	1597.00	1229.00
2467.00	1597.00	1225.00
2351.00	1397.00	1225.00
2393.00	1397.00	1223.00
2387.00	1397.00	1236.00
2384.00	1397.00	1262.00
2400.00	1397.00	1262.00
2400.00	1344.00	1262.00
2400.00	1344.00	1262.00
2400.00	1443.00	1264.00
2150.00	1515.00	1316.00
2150.00	1588.00	1325.00
2770.00	1577.00	1303.00
2520.00	1637.00	1320.00
2262.00	1668.00	1321.00
2408.00	1659.00	1307.00
2525.00	1666.00	1314.00
2651.00	1735.00	1319.00
2781.00	1773.00	1360.00
2816.00	1779.00	1360.00
2777.00	1713.00	1327.00
2886.00	1737.00	1341.00
2871.00	1755.00	1319.00
2816.00	1752.00	1314.00
2796.00	1730.00	1309.00
2706.00	1672.00	1299.00
2718.00	1700.00	1308.00
2719.00	1676.00	1302.00
2718.00	1665.00	1295.00
2702.00	1698.00	1294.00
2680.00	1689.00	1277.00
2657.00	1671.00	1270.00
2656.00	1687.00	1280.00
2637.00	1679.00	1249.00
2509.00	1684.00	1214.00
2526.00	1683.00	1225.00
2581.00	1691.00	1241.00
2598.00	1703.00	1231.00
2599.00	1679.00	1209.00
2597.00	1672.00	1187.00
2628.00	1674.00	1191.00
2632.00	1673.00	1191.00
2633.00	1671.00	1192.00
2637.00	1636.00	1204.00
2630.00	1658.00	1198.00
2627.00	1644.00	1194.00
2622.00	1644.00	1188.00
2609.00	1637.00	1180.00
2603.00	1636.00	1181.00
2596.00	1639.00	1183.00
2596.00	1667.00	1196.00
2596.00	1656.00	1195.00
2587.00	1651.00	1191.00
2582.00	1669.00	1222.00
2588.00	1670.00	1242.00
2593.00	1698.00	1240.00
2592.00	1686.00	1212.00
2582.00	1674.00	1194.00
2552.00	1671.00	1197.00
2534.00	1668.00	1191.00
2532.00	1682.00	1193.00
2636.00	1724.00	1220.00
2721.00	1736.00	1219.00
2721.00	1736.00	1219.00
2798.00	1745.00	1231.00
2781.00	1743.00	1218.00
2793.00	1751.00	1221.00
2788.00	1755.00	1211.00
2789.00	1755.00	1223.00
2789.00	1755.00	1242.00
2789.00	1755.00	1233.00
2789.00	1755.00	1221.00
2789.00	1755.00	1254.00
2789.00	1755.00	1306.00
2789.00	1842.00	1359.00
2789.00	1830.00	1310.00
2789.00	1805.00	1299.00
2745.00	1775.00	1295.00
2828.00	1815.00	1294.00
2845.00	1861.00	1282.00
2826.00	1845.00	1282.00
2891.00	1916.00	1319.00
3029.00	1940.00	1355.00
3032.00	1928.00	1305.00
3183.00	2024.00	1369.00
3184.00	2093.00	1356.00
3192.00	2074.00	1343.00
3094.00	1997.00	1321.00
3051.00	2003.00	1302.00
3077.00	2028.00	1304.00
3091.00	2039.00	1309.00
3118.00	2051.00	1314.00
3073.00	2029.00	1313.00
3078.00	2105.00	1330.00
3048.00	2097.00	1318.00
3053.00	2101.00	1337.00
3046.00	2030.00	1323.00
3097.00	2024.00	1347.00
3134.00	2037.00	1387.00
3285.00	2120.00	1439.00
3441.00	2159.00	1448.00
3389.00	2154.00	1411.00
3375.00	2107.00	1391.00
3411.00	2101.00	1403.00
3396.00	2050.00	1399.00
3395.00	2078.00	1418.00
3395.00	2046.00	1426.00
3377.00	2006.00	1406.00
3344.00	1981.00	1395.00
3344.00	1993.00	1400.00
3343.00	1986.00	1398.00
3331.00	1956.00	1382.00
3353.00	1957.00	1399.00
3338.00	1926.00	1385.00
3325.00	1925.00	1372.00
3306.00	1908.00	1361.00
3279.00	1879.00	1349.00
3311.00	1902.00	1367.00
3307.00	1928.00	1368.00
3371.00	1932.00	1390.00
3459.00	1936.00	1399.00
3486.00	1904.00	1401.00
3486.00	1894.00	1406.00
3486.00	1912.00	1417.00
3486.00	1948.00	1420.00
3486.00	1948.00	1436.00
3486.00	1948.00	1443.00
3486.00	1948.00	1442.00
3486.00	1948.00	1458.00
3520.00	1948.00	1461.00
3579.00	1948.00	1459.00
3684.00	1996.00	1458.00
3645.00	1972.00	1454.00
3643.00	1955.00	1440.00
3632.00	1933.00	1418.00
3619.00	1951.00	1404.00
3610.00	1967.00	1408.00
3653.00	1970.00	1409.00
3646.00	2008.00	1406.00
3503.00	1937.00	1370.00
3511.00	1934.00	1373.00
3503.00	1940.00	1370.00
3501.00	1949.00	1363.00
3523.00	1977.00	1379.00
3559.00	2070.00	1367.00
3554.00	2045.00	1388.00
3500.00	2092.00	1387.00
3502.00	2102.00	1395.00
3498.00	2111.00	1419.00
3474.00	2120.00	1419.00
3445.00	2120.00	1419.00
3341.00	2120.00	1419.00
3341.00	2120.00	1419.00
3412.00	2120.00	1419.00
3454.00	2120.00	1419.00
3448.00	2120.00	1418.00
3443.00	2120.00	1412.00
3414.00	2070.00	1414.00
3378.00	2002.00	1415.00
3369.00	1980.00	1411.00
3362.00	2002.00	1402.00
3408.00	1990.00	1410.00
3384.00	1928.00	1397.00
3372.00	1881.00	1394.00
3338.00	1923.00	1385.00
3312.00	1938.00	1373.00
3298.00	1953.00	1373.00
3283.00	1947.00	1373.00
3278.00	2007.00	1409.00
3276.00	1992.00	1408.00
3277.00	1982.00	1408.00
3280.00	1974.00	1409.00
3269.00	1960.00	1408.00
3253.00	1964.00	1409.00
3252.00	1956.00	1406.00
3304.00	1934.00	1409.00
3308.00	1924.00	1402.00
3302.00	1906.00	1398.00
3276.00	1892.00	1390.00
3286.00	1889.00	1373.00
3288.00	1882.00	1349.00
3289.00	1883.00	1331.00
3258.00	1882.00	1331.00
3256.00	1881.00	1333.00
3331.00	1912.00	1330.00
3362.00	1933.00	1354.00
3347.00	1905.00	1335.00
3292.00	1881.00	1323.00
3269.00	1885.00	1344.00
3243.00	1896.00	1343.00
3168.00	1887.00	1360.00
3247.00	1905.00	1355.00
3293.00	1915.00	1367.00
3248.00	1904.00	1360.00
3232.00	1915.00	1365.00
3208.00	1902.00	1356.00
3250.00	1905.00	1356.00
3290.00	1911.00	1369.00
3289.00	1912.00	1373.00
3330.00	1918.00	1371.00
3329.00	1916.00	1366.00
3321.00	1907.00	1364.00
3312.00	1901.00	1361.00
3308.00	1893.00	1361.00
3291.00	1892.00	1349.00
3287.00	1880.00	1350.00
3285.00	1898.00	1363.00
3239.00	1896.00	1366.00
3260.00	1891.00	1370.00
3294.00	1885.00	1381.00
3281.00	1873.00	1395.00
3266.00	1869.00	1405.00
3255.00	1875.00	1409.00
3265.00	1868.00	1414.00
3260.00	1860.00	1416.00
3258.00	1830.00	1400.00
3252.00	1853.00	1400.00
3249.00	1847.00	1388.00
3245.00	1857.00	1395.00
3239.00	1870.00	1404.00
3234.00	1866.00	1401.00
3225.00	1861.00	1396.00
3216.00	1852.00	1376.00
3156.00	1848.00	1377.00
3137.00	1849.00	1377.00
3157.00	1842.00	1377.00
3153.00	1842.00	1377.00
3134.00	1842.00	1377.00
3174.00	1842.00	1404.00
3174.00	1842.00	1437.00
3174.00	1842.00	1448.00
3174.00	1842.00	1439.00
2774.00	1853.00	1432.00
2774.00	1845.00	1436.00
2774.00	1851.00	1443.00
2774.00	1840.00	1445.00
2933.00	1839.00	1450.00
3069.00	1879.00	1508.00
3115.00	1874.00	1504.00
3159.00	1890.00	1509.00
3208.00	1914.00	1531.00
3219.00	1890.00	1544.00
3346.00	1884.00	1583.00
3437.00	1884.00	1583.00
3578.00	1884.00	1583.00
3578.00	1884.00	1583.00
3578.00	1534.00	1602.00
3578.00	1534.00	1617.00
3578.00	1730.00	1629.00
3851.00	1816.00	1681.00
3793.00	1854.00	1644.00
3805.00	1851.00	1662.00
3828.00	1873.00	1693.00
3794.00	1860.00	1700.00
3752.00	1850.00	1692.00
3758.00	1857.00	1672.00
3752.00	1850.00	1680.00
3783.00	1859.00	1685.00
3934.00	1890.00	1750.00
3973.00	1882.00	1778.00
3979.00	1885.00	1796.00
3961.00	1879.00	1800.00
3938.00	1894.00	1778.00
3929.00	1897.00	1775.00
3930.00	1909.00	1796.00
3932.00	1916.00	1790.00
3976.00	1932.00	1796.00
3988.00	2005.00	1821.00
3992.00	2025.00	1825.00
4069.00	2119.00	1874.00
4052.00	2116.00	1867.00
4042.00	2141.00	1890.00
4063.00	2225.00	1960.00
4066.00	2202.00	1914.00
4101.00	2207.00	1892.00
4074.00	2204.00	1876.00
4086.00	2209.00	1900.00
4105.00	2290.00	1928.00
4107.00	2277.00	1916.00
4023.00	2164.00	1881.00
4004.00	2153.00	1903.00
4013.00	2154.00	1918.00
4012.00	2115.00	1916.00
4005.00	2053.00	1906.00
4005.00	2055.00	1921.00
4034.00	2087.00	1965.00
4178.00	2083.00	2019.00
4182.00	2091.00	2035.00
4090.00	2038.00	1997.00
3980.00	2029.00	1979.00
3911.00	2021.00	1967.00
3852.00	2021.00	1961.00
3852.00	2013.00	1975.00
3852.00	2021.00	1956.00
3930.00	2004.00	1949.00
3932.00	2010.00	1944.00
3947.00	2023.00	1925.00
3901.00	2019.00	1907.00
3924.00	2048.00	1914.00
3938.00	2090.00	1938.00
3938.00	2090.00	1939.00
3943.00	2150.00	1988.00
3969.00	2144.00	2002.00
3965.00	2198.00	2040.00
3950.00	2210.00	2075.00
3960.00	2203.00	2115.00
4093.00	2185.00	2256.00
3955.00	2169.00	2274.00
3979.00	2173.00	2265.00
3950.00	2173.00	2323.00
3951.00	2173.00	2360.00
3945.00	2173.00	2399.00
3923.00	2173.00	2395.00
3901.00	1977.00	2351.00
3911.00	1987.00	2337.00
3940.00	1977.00	2333.00
3926.00	1963.00	2327.00
3914.00	1941.00	2319.00
3915.00	1910.00	2304.00
3919.00	1898.00	2310.00
3910.00	1890.00	2309.00
3914.00	1860.00	2283.00
3912.00	1848.00	2288.00
3868.00	1842.00	2330.00
3872.00	1848.00	2352.00
3909.00	1860.00	2399.00
3910.00	1866.00	2420.00
3935.00	1870.00	2450.00
4085.00	1871.00	2525.00
4228.00	1909.00	2592.00
4267.00	2004.00	2628.00
4324.00	2087.00	2650.00
4439.00	2079.00	2740.00
4342.00	2059.00	2717.00
4397.00	2061.00	2738.00
4357.00	2070.00	2692.00
4361.00	2116.00	2701.00
4384.00	2106.00	2699.00
4404.00	2064.00	2738.00
4401.00	2067.00	2732.00
4405.00	2057.00	2771.00
4457.00	2079.00	2886.00
4652.00	2093.00	2850.00
4771.00	2194.00	2826.00
4757.00	2302.00	2850.00
4714.00	2290.00	2871.00
4713.00	2310.00	2854.00
4724.00	2349.00	2890.00
4810.00	2466.00	2997.00
4856.00	2479.00	3014.00
4848.00	2534.00	3093.00
4776.00	2465.00	3077.00
4716.00	2471.00	3038.00
4694.00	2509.00	3000.00
4573.00	2474.00	2943.00
4632.00	2506.00	2964.00
4691.00	2521.00	2956.00
4717.00	2498.00	2934.00
4664.00	2519.00	2945.00
4688.00	2486.00	2895.00
4703.00	2500.00	2890.00
4697.00	2523.00	2860.00
4669.00	2525.00	2848.00
4668.00	2578.00	2880.00
4683.00	2579.00	2958.00
4739.00	2579.00	3017.00
4744.00	2703.00	3059.00
4779.00	2694.00	3100.00
4766.00	2672.00	3050.00
4735.00	2662.00	2977.00
4769.00	2703.00	2985.00
4782.00	2730.00	2985.00
4783.00	2699.00	2998.00
4722.00	2698.00	2906.00
4738.00	2713.00	2905.00
4657.00	2734.00	2879.00
4647.00	2708.00	2878.00
4611.00	2696.00	2855.00
4588.00	2664.00	2795.00
4639.00	2734.00	2818.00
4637.00	2719.00	2868.00
4698.00	2739.00	2962.00
4698.00	2653.00	2962.00
4689.00	2679.00	2962.00
4638.00	2690.00	2994.00
4671.00	2740.00	2988.00
4651.00	2771.00	2963.00
4694.00	2768.00	2915.00
4698.00	2754.00	2908.00
4687.00	2734.00	2867.00
4677.00	2716.00	2852.00
4730.00	2706.00	2855.00
4718.00	2718.00	2889.00
4817.00	2719.00	2945.00
4808.00	2688.00	2946.00
4778.00	2670.00	2880.00
4749.00	2676.00	2877.00
4777.00	2660.00	2870.00
4830.00	2652.00	2871.00
4832.00	2659.00	2871.00
4812.00	2650.00	2850.00
4797.00	2624.00	2820.00
4786.00	2636.00	2841.00
4789.00	2637.00	2871.00
4789.00	2638.00	2852.00
4789.00	2628.00	2846.00
4789.00	2639.00	2829.00
4833.00	2661.00	2877.00
4826.00	2636.00	2872.00
4845.00	2581.00	2880.00
4867.00	2590.00	2885.00
5095.00	2602.00	2946.00
5215.00	2615.00	2994.00
5194.00	2649.00	2963.00
5125.00	2687.00	2905.00
5196.00	2681.00	2864.00
5459.00	2732.00	2978.00
5324.00	2680.00	2895.00
5285.00	2693.00	2870.00
5322.00	2673.00	2865.00
5184.00	2680.00	2805.00
5187.00	2677.00	2820.00
5243.00	2661.00	2815.00
5214.00	2651.00	2765.00
5153.00	2615.00	2720.00
5156.00	2609.00	2746.00
5250.00	2588.00	2811.00
5259.00	2538.00	2857.00
5248.00	2492.00	2794.00
5212.00	2508.00	2767.00
5191.00	2515.00	2744.00
5159.00	2519.00	2753.00
5135.00	2494.00	2749.00
5115.00	2463.00	2774.00
5189.00	2468.00	2850.00
5223.00	2497.00	2852.00
5233.00	2505.00	2813.00
5223.00	2520.00	2805.00
5228.00	2507.00	2809.00
5271.00	2519.00	2849.00
5296.00	2515.00	2856.00
5364.00	2520.00	2854.00
5482.00	2517.00	2855.00
5524.00	2510.00	2888.00
5544.00	2521.00	2912.00
5565.00	2506.00	2931.00
5586.00	2505.00	2948.00
5774.00	2565.00	3059.00
5769.00	2575.00	3047.00
5761.00	2573.00	3051.00
5790.00	2601.00	3062.00
5843.00	2605.00	3114.00
5921.00	2611.00	3191.00
5930.00	2617.00	3221.00
5885.00	2712.00	3241.00
5823.00	2713.00	3195.00
5779.00	2716.00	3182.00
5984.00	2762.00	3266.00
6275.00	2898.00	3427.00
6588.00	2898.00	3598.00
6889.00	2898.00	3726.00
6889.00	3475.00	3835.00
6889.00	3430.00	3916.00
6139.00	3333.00	3901.00
6918.00	3460.00	4084.00
7263.00	3613.00	4286.00
6912.00	3350.00	4028.00
6917.00	3300.00	4029.00
6581.00	3146.00	3855.00
6828.00	3218.00	3963.00
7112.00	3293.00	4131.00
7079.00	3271.00	4129.00
6850.00	3271.00	3994.00
6868.00	3271.00	3964.00
6852.00	3271.00	4001.00
6677.00	2753.00	3919.00
6668.00	2645.00	3836.00
6584.00	2620.00	3807.00
6696.00	2609.00	3820.00
6761.00	2551.00	3790.00
6801.00	2484.00	3790.00
6751.00	2500.00	3790.00
6872.00	2625.00	3790.00
6765.00	2650.00	3629.00
6581.00	2671.00	3603.00
6607.00	2746.00	3659.00
6937.00	2883.00	3841.00
7030.00	3019.00	4009.00
7355.00	3164.00	4202.00
7722.00	3322.00	4412.00
8108.00	3308.00	4438.00
8138.00	3320.00	4411.00
8531.00	3482.00	4627.00
8956.00	3656.00	4851.00
8943.00	3744.00	4836.00
9040.00	3744.00	4720.00
8956.00	3744.00	4623.00
8999.00	3666.00	4672.00
8671.00	3545.00	4536.00
9057.00	3709.00	4645.00
9103.00	3708.00	4524.00
9307.00	3656.00	4522.00
9585.00	3795.00	4667.00
10044.00	3981.00	4885.00
9889.00	4084.00	4785.00
9680.00	3993.00	4678.00
9829.00	4140.00	4782.00
9999.00	4191.00	4845.00
9510.00	4012.00	4666.00
9360.00	3963.00	4624.00
9080.00	3877.00	4532.00
8827.00	3727.00	4410.00
8965.00	3857.00	4538.00
9295.00	3972.00	4647.00
9077.00	3917.00	4606.00
9146.00	3941.00	4656.00
9046.00	3950.00	4673.00
9426.00	4096.00	4903.00
9805.00	4116.00	5118.00
10287.00	4223.00	5477.00
9855.00	4080.00	5399.00
9466.00	3952.00	5206.00
9348.00	3955.00	5240.00
9117.00	3890.00	5184.00
9319.00	4025.00	5262.00
9322.00	4090.00	5308.00
9542.00	4237.00	5518.00
9858.00	4419.00	5758.00
10224.00	4580.00	5925.00
10732.00	4558.00	6034.00
11266.00	4740.00	6315.00
11343.00	4777.00	6532.00
10776.00	4539.00	6214.00
10252.00	4341.00	6140.00
10138.00	4205.00	5996.00
9645.00	4015.00	5731.00
9855.00	4058.00	5865.00
10324.00	4250.00	6141.00
10453.00	4310.00	6146.00
10103.00	4129.00	5893.00
10400.00	4174.00	5977.00
10884.00	4365.00	6206.00
11101.00	4378.00	6265.00
11135.00	4338.00	6154.00
11408.00	4519.00	6342.00
11293.00	4595.00	6309.00
11105.00	4579.00	6219.00
10584.00	4472.00	6082.00
10258.00	4364.00	5989.00
10265.00	4286.00	5959.00
10555.00	4302.00	5956.00
10361.00	4308.00	5999.00
10255.00	4214.00	5991.00
10282.00	4265.00	5895.00
10304.00	4248.00	5878.00
10331.00	4245.00	5886.00
10267.00	4210.00	5825.00
10152.00	4073.00	5707.00
10254.00	4126.00	5756.00
10320.00	4144.00	5818.00
10341.00	4110.00	5803.00
10155.00	4045.00	5651.00
9930.00	3914.00	5434.00
10023.00	3998.00	5511.00
10152.00	4013.00	5531.00
10123.00	3994.00	5487.00
9875.00	3807.00	5254.00
9682.00	3745.00	5195.00
9775.00	3789.00	5241.00
9828.00	3760.00	5045.00
9565.00	3685.00	4875.00
9803.00	3832.00	5084.00
9926.00	4023.00	5285.00
9979.00	4009.00	5255.00
9986.00	4028.00	5270.00
9902.00	4024.00	5213.00
9799.00	4016.00	5152.00
9759.00	3972.00	5150.00
9643.00	3939.00	5143.00
9508.00	3905.00	5054.00
9479.00	3902.00	5026.00
